section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S37,S37-F11,P1,MICROBENCHMARK_UNCALIBRATED,bench.py times five single executions of a tiny sum loop without calibration or process isolation.,,"Current timeit autorange targets >=0.2 s; pyperf calibrates loops, warmups and multiple workers/values.",,Use timeit.autorange or pyperf-style calibrated loops and record raw values/environment.,Timer/jitter overhead can be material relative to a very short workload and a 5-sample median can move with noise.,Five runs plus a warmup is better than a single timing and is simple for learners.,CONFIRMED_FINDING,,False,1
S37,S37-F12,P1,BENCHMARK_TAUTOLOGICAL_OUTPUT,"The benchmark reports median_ms_ok>=0, spread_ms_ok>=0 and warmup=True rather than benchmark evidence.",,Nonnegative timing/range are nearly tautological and warmup is a literal.,,"Persist actual measurements, variability, loop count and result checksum; assert only semantic invariants/budgets appropriate to a controlled runner.","A noisy, meaningless or unexpectedly slow run remains green.",Exact times cannot be hard-coded across machines.,CONFIRMED_FINDING,,False,1
S37,S37-F13,P1,BLOCKING_REMAINDER_LOSS,blocking_cost assumes every block has floor(n/B) rows and drops n%B rows from its pair count.,,"CE02: n=10,B=3 returns 9 blocked pairs; balanced complete partition 4,3,3 has 12.",,"Compute cost from actual block membership/sizes, not a divisibility-only approximation.",The primary cost metric understates work and silently loses remainder population.,"The nominal n=100,B=10 fixture divides evenly.",CONFIRMED_FINDING,,False,1
S37,S37-F14,P1,BLOCKING_INPUT_CONTRACT,blocking_cost has no domain validation.,,CE03/CE04 crash; CE05 reports 100% reduction for 10 blocks over 3 rows.,,Validate n>=2 and 1<=blocks<=n or explicitly define singleton/empty semantics.,Invalid configurations look optimal or fail with incidental arithmetic exceptions.,"Nominal fixture uses n=100,B=10.",CONFIRMED_FINDING,,False,1
S37,S37-F15,P1,BLOCKING_RECALL_GATE_NOT_EXECUTED,Theory says recall remains the matching gate but S37 computes only pair count/reduction and inherits unvalidated S30 debt.,,No labeled pair fixture or recall assertion appears in theory code.,,Run baseline/blocking over the same labeled fixture and assert candidate recall plus downstream-equivalence contract.,A blocking change can remove all true pairs and still appear as a 100% cost win.,The prose explicitly warns against sacrificing recall.,CONFIRMED_FINDING,,False,1
S37,S37-F16,P1,INVERTED_INDEX_DEMO_DOES_NOT_INDEX_CANDIDATES,"inverted_index builds city→IDs internally but returns only city→count, destroying the IDs needed to generate candidate pairs.",,return {k: len(v)}; no candidate pair generation or scorer input exists.,,"Return immutable IDs per key and generate canonical candidate pairs, then verify candidate reduction/recall.",The code cannot perform the mechanism its paragraphs describe.,It accurately demonstrates block cardinality for the tiny fixture.,CONFIRMED_FINDING,,False,1
S37,S37-F18,P1,NATIVE_ARRAY_MISLABELED_INT32,array.array('i') is labeled int32 and expected output itemsize_i32=4 although Python defines it as native C signed int with architecture-dependent representation.,,Python array docs state actual representation depends on C implementation/machine and 'i' minimum size is 2 bytes.,,Use an explicitly fixed-width stack dtype (e.g. NumPy int32/int64) or label the stdlib demo native-int/native-long-long and avoid hard-coded 4.,The lesson's portable memory claim and expected output can fail on a supported architecture.,Most current student platforms use 4-byte C int and array('q') is commonly 8.,CONFIRMED_FINDING,,False,1
S37,S37-F19,P1,MEMORY_BOUND_FALSE_GREEN,bound_bytes is computed as len(Python-list)*array('i').itemsize even though data remains a Python list and no compact array is created/measured.,,data=list(range(10)); bound_bytes=len(data)*i32; bound_ok only compares i32<i64.,,"Actually construct/measure the target representation or name it payload_bytes_if_native_int, separate from peak/RSS.","The reported memory bound ignores list pointers, Python integers, allocator overhead and chunk copies.","The comment says it is a bound 'si usamos int32', so it is intended as hypothetical payload arithmetic.",CONFIRMED_FINDING,,False,1
S37,S37-F20,P1,CHUNK_SIZE_INPUT_CONTRACT,chunks accepts invalid size values.,,CE06 size=0 raises incidental ValueError; CE07 negative size silently produces no chunks.,,Require positive integer chunk_size and test empty/remainder cases.,An invalid tuning parameter can erase processing or crash outside an explicit contract.,Nominal size=3 behaves correctly including remainder chunk.,CONFIRMED_FINDING,,False,1
S37,S37-F21,P1,COLUMNAR_READING_NOT_EXECUTED,"The outcome promises minimal columnar reading but code merely prints ['id','amount']; it never reads/project columns from a dataset.",,No file/table/columnar reader appears in theory code.,,Use a small introduced columnar-capable fixture/stack or narrow the outcome to projection planning and explicitly defer real columnar I/O.,Learner cannot observe memory/I/O impact or verify unused blobs were not loaded.,The section intentionally stays stdlib-oriented and frames formats as a later-stack application.,CONFIRMED_FINDING,,False,1
S37,S37-F22,P1,CACHE_HIT_SEMANTIC_BUG,"cache_put writes a value then returns key in store, and the example prints this as hit=True.",,CE08: store is empty before call yet function returns True after insertion.,,Implement cache_get returning hit/miss before recomputation; keep put/write-success as a separate operation.,A cache miss followed by a write is taught as a cache hit.,The function does verify the write is present afterward.,CONFIRMED_FINDING,,False,1
S37,S37-F23,P1,CACHE_INVALIDATION_NOT_REAL,"Invalidation is a literal string and key=(feature_set, cutoff) is insufficient for data revisions/backfills, code/scaler/detector/policy versions and source snapshot.",,invalidate_policy returns 'version_or_cutoff'; no invalidation operation or stale-entry test exists.,,Use content/versioned dependency key and test miss after each relevant upstream change/backfill.,Same cutoff can contain revised data; same feature-set name can be produced by changed code/reference state.,Version+cutoff is a useful first mental model.,CONFIRMED_FINDING,,False,1
S37,S37-F24,P1,OUT_OF_CORE_ONLY_LITERAL,Out-of-core is promised but executable evidence is only the string 'chunk_if_needed'.,,"No threshold, iterator/spill path, bounded peak or disk-backed operation exists.",,Implement bounded streaming/chunk processing with measured peak and explicit spill/temporary-file policy if taught.,The learner sees policy text rather than an out-of-core mechanism or measurable bound.,Chunking in T3-A introduces one building block.,CONFIRMED_FINDING,,False,1
S37,S37-F25,P1,PERFORMANCE_BUDGET_NOT_A_BENCHMARK,"T4-A talks about p95 latency, memory and candidate budgets but code compares one hand-entered measured_ms=12 to 50.",,"No repetitions, percentile, memory, candidates, fixture hash or CI-failing assertion.",,Feed measured metrics from the benchmark artifact; assert all declared budgets in pytest on controlled CI tiers.,The supposed regression test can be green without measuring the program at all.,The scalar inequality correctly illustrates the final budget comparison once a metric exists.,CONFIRMED_FINDING,,False,1
S37,S37-F26,P1,BUDGET_NUMERIC_CONTRACT,budget_pass accepts impossible/nonfinite measurements.,,CE09 -1 ms and CE10 -inf both pass a 50 ms budget.,,Validate finite nonnegative measured/budget values and unit/schema before comparison.,Corrupt measurements are treated as excellent performance.,Real timers normally produce nonnegative finite values.,CONFIRMED_FINDING,,False,1
S37,S37-F28,P1,BEFORE_AFTER_HANDWRITTEN,"Final before/after numbers are literals, not outputs of baseline/candidate benchmarks, and no functional equivalence is checked.",,"before={ms:100,pairs:1_000_000}; after={ms:20,pairs:50_000}; micro_only=False literal.",,Construct report from two BenchmarkResult artifacts with same manifest and explicit equivalence assertion.,The capstone-like headline can be satisfied with invented numbers.,The arithmetic 5x/20x example is internally correct for those nominal inputs.,CONFIRMED_FINDING,,False,1
S37,S37-F29,P1,PAIR_FACTOR_FLOOR_DIVISION,"pair_factor uses // and calls it 'cuántas veces menos pares', corrupting noninteger ratios.",,CE13: 100/60 should be 1.6667 but function returns 1.,,Use true ratio before/after as float and separately report reduction=1-after/before.,A generic reporting helper systematically understates ratios except exact divisibility cases.,"The nominal 1,000,000/50,000 happens to divide exactly to 20.",CONFIRMED_FINDING,,False,1
S37,S37-F30,P1,SPEEDUP_RATIO_INPUT_CONTRACT,speedup/pair_factor do not validate positive finite denominators/counts.,,CE11/CE14 divide by zero; CE12 accepts negative time.,,"Validate before>0, after>0 for ratios; define special policy for zero work and finite timings.",Invalid benchmark artifacts become exceptions or meaningless ratios.,Nominal fixtures use positive values.,CONFIRMED_FINDING,,False,1
S37,S37-F31,P1,REVERSIBILITY_UNEVIDENCED,"Reversible/justified optimization is central to tagline/gate but no artifact identifies the candidate change, baseline commit/config, rollback action or justification.",,Theory outputs contain no commit/diff/config/version/rollback reference.,,Benchmark report must reference baseline/candidate commits/configs and documented rollback/revert path.,A benchmark cannot be tied to the exact optimization or reversed reproducibly.,Git/PR mechanics were taught earlier and need not be retaught in depth.,CONFIRMED_FINDING,,False,1
S37,S37-F32,P1,PYTEST_GATE_MISSING,"Since S27 the roadmap requires systematic pytest, yet S37's theory gates are print-only scripts with no assertions/regression tests.",,All nine theory snippets print outputs; none is a collected test despite T4-A explicitly promising tests that fail PRs.,,Keep explanatory prints if desired but add collected pytest regressions for correctness and controlled performance gates.,Broken equivalence/performance contracts do not make CI fail.,Printouts are useful for explanatory labs.,CONFIRMED_FINDING,,False,1
S37,S37-F35,P1,UNPROVEN_PROFILE_FIGURE,"The renderable where-time-goes figure states the job spends 8/64/21/7 percent in stages and says where time 'really' goes, but no benchmark/run/dataset/hardware produces those percentages.",,FIGURE_DATA hardcodes values; T1-B benchmark only runs sum-of-squares and never parses JSON/features/output stages.,,Label as a hypothetical profile or derive the bars from a reproducible synthetic staged benchmark and show its manifest.,The section's main epistemic rule is violated by its own visual: invented profiling numbers look measured.,The percentages sum to 100 and clearly illustrate why optimizing the largest stage matters.,CONFIRMED_FINDING,,False,1
S37,S37-F36,P1,EQUIVALENCE_ORACLE_UNDEFINED,"'El mismo resultado' is never operationally defined for ordered rows, floating reductions, candidate sets/rankings or S36 scores.",,"No comparator/tolerance/order/tie policy appears in theory, despite vectorization/chunking/blocking being able to alter order or floating accumulation.",,"Define per-artifact equivalence: keyed records, canonical order only where nonsemantic, numeric tolerances with rationale, exact ranking/tie/policy invariants where semantic.",Byte equality may reject valid numeric equivalents while permissive checks can hide changed rankings/decisions.,The phrase 'resultado funcional idéntico' conveys the correct high-level intent.,CONFIRMED_FINDING,,False,1
S37,S37-F06,P2,PERCENTILE_CAPTION_NUMERIC_INCOHERENCE,"The missing figure's caption says p95=5 s with mean=200 ms, numerically incoherent under the usual empirical p95 interpretation for nonnegative latency.",,At least roughly 5% at or above 5000 ms already contributes about 250 ms to the mean before all other observations.,,Use a coherent sample/distribution and derive mean/median/p95 from it.,"If the missing figure is repaired as written, it teaches impossible/incoherent summary statistics.",The intended lesson that tail latency can matter despite a low average is correct.,CONFIRMED_FINDING,,False,1
S37,S37-F10,P2,COLD_START_ABSOLUTE,"T1-B/callout says 'La primera corrida miente' and publishing cold start deceives, contradicting the opening's correct caveat that cold start may be the target.",,Opening says if startup latency matters the first run is exactly the measurement; later callout uses an absolute prohibition.,,Name benchmark mode: cold-start and steady-state are separate experiments; never discard a target metric.,Learners may erase a legitimate user-facing startup SLO.,Discarding warmup is appropriate when measuring steady-state algorithm throughput.,CONFIRMED_FINDING,,False,1
S37,S37-F17,P2,VECTORIZATION_UNDERCOVERED,Roadmap/heading promise vectorization but theory gives only a sentence and no executable contrast or decision rule.,,T2-B code is only defaultdict indexing; no array/vectorized operation is shown.,,"Add a small post-block vectorized-vs-loop example only after candidate reduction, preserving identical results.",A required subtopic becomes a widow term rather than an operational skill.,Vectorization was introduced in S14 and S37 correctly prioritizes reducing candidate count first.,CONFIRMED_FINDING,,False,1
S37,S37-F27,P2,CI_HARDWARE_VARIABILITY_UNRESOLVED,Tagline requires same hardware while CI-light budget discussion provides no runner fingerprint/pinning or variance strategy.,,"No CPU model, affinity, Python version, runner class or baseline metadata is captured; pyperf explicitly records such metadata.",,Pin/fingerprint performance runners or use environment-aware regression thresholds; persist metadata.,A shared-runner change can fail/pass a wall-clock PR budget independent of code.,"Absolute budgets can be valid on controlled/pinned runners, and prose asks for a hardware note.",CONFIRMED_FINDING,,False,1
